Catégorie	Startup	Tier	Région	Titre du poste	Lien offre	Tech startup	Site startup
IA / ML / Data Science	Dasia	A	Île-de-France	contact@dasia.ai	https://mailto:contact@dasia.ai	deep learning, vision par ordinateur	https://www.dasia.ai
IA / ML / Data Science	Dasia	A	Île-de-France	gtag("set","linker",{"domains":["www.dasia.ai"]});	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
IA / ML / Data Science	Dasia	A	Île-de-France	script.src = "https://www.dasia.ai/wp-content/plugins/uicore-animate/assets/js/scroll-timeline.js";	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
IA / ML / Data Science	DeepHawk	B	Bretagne	AI Computer Vision Engineer, France	https://deephawk.ai/temp/ai-computer-vision-engineer-france/	machine learning	https://www.deephawk.ai/
IA / ML / Data Science	DeepHawk	B	Bretagne	Développeur Fullstack Applications IA, France	https://deephawk.ai/developpeur-fullstack-applications-ia-f-h/	machine learning	https://www.deephawk.ai/
IA / ML / Data Science	DeepHawk	B	Bretagne	Ingénieur Applications IA Industrielles (F/H), France	https://deephawk.ai/ingenieur-applications-ia-industrielles-f-h-france/	machine learning	https://www.deephawk.ai/
IA / ML / Data Science	GRADIUM	B	Auvergne-Rhône-Alpes	Research Scientist (Speech AI)	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
IA / ML / Data Science	Heptalytics	A	Île-de-France	AML/CFT	https://www.heptalytics.ai/category/aml-cft	deep learning, neural network, data science	https://www.heptalytics.ai
IA / ML / Data Science	Heptalytics	A	Île-de-France	Why AML/CFT systems are under strain	https://www.heptalytics.ai/innovative-aml-compliance-with-heptalytics	deep learning, neural network, data science	https://www.heptalytics.ai
IA / ML / Data Science	HyLight	B	Île-de-France	html body { background: rgb(255, 255, 255); }	https://hylight.aero/careers	lidar	http://hylight.aero
IA / ML / Data Science	IDA	B	Auvergne-Rhône-Alpes	html body { background: var(--token-fdda1afd-f6f4-4243-912c-50a95b7a4366, rgb(250, 250, 250)); }	https://www.ida.eu/	machine learning	https://www.ida.eu/
IA / ML / Data Science	Illuin Technology	A	Île-de-France	IA, GenAI & Data Science	https://www.illuin.tech/conseil-services/realisations-tech-sur-mesure/ia-genai-et-data-science/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
IA / ML / Data Science	Illuin Technology	A	Île-de-France	Outillez le développement d’applications industrielles d’IA et GenAI pour gagner en célérité	https://www.illuin.tech/conseil-services/accompagnement-specifique-genai/naixt-platform/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
IA / ML / Data Science	Illuin Technology	A	Île-de-France	Profitez de nos forces d'innovation pour tester une série de cas d'usage avancés en IA	https://www.illuin.tech/conseil-services/accompagnement-specifique-genai/research-lab-partage/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
IA / ML / Data Science	Illuin Technology	A	Île-de-France	Research Lab partagé	https://www.illuin.tech/conseil-services/accompagnement-specifique-genai/research-lab-partage/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
IA / ML / Data Science	Kalray	B	Auvergne-Rhône-Alpes	AI and Machine Learning	https://www.kalrayinc.com/solutions/#machine-learning	machine learning	https://www.kalrayinc.com
IA / ML / Data Science	Kalray	B	Auvergne-Rhône-Alpes	Machine Learning	https://www.kalrayinc.com/solutions/#machine-learning	machine learning	https://www.kalrayinc.com
IA / ML / Data Science	Lixo	B	Île-de-France	Rencontrez Etienne, Lead Data Scientist	https://www.welcometothejungle.com/fr/companies/lixo#asset-modal-557026	vision par ordinateur	http://lixo.tech
IA / ML / Data Science	Lucky cart	A	Île-de-France	/* Base HTML Configuration	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	Lucky cart	A	Île-de-France	html, body {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	Lucky cart	A	Île-de-France	html.wf-design-mode .guide_wrap {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	Lucky cart	A	Île-de-France	html:has(.nav_banner_wrap:not(.w-condition-invisible)):not(.hide-nav-banner) {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	Lucky cart	A	Île-de-France	html:not(.wf-design-mode) .nav_dropdown_component > .w-dropdown-list.w--open {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	Lucky cart	A	Île-de-France	html:not(.wf-design-mode,header) .nav_dropdown_component > .w-dropdown-list {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
IA / ML / Data Science	One Biosciences	A	Île-de-France	April, 09, 2024 One Biosciences and Gustave Roussy join forces on a research project to fight bladder cancer.	https://onebiosciences.fr/content/uploads/2024/04/OBS-Gustave-Roussy-partnership-bladder-cancer.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
IA / ML / Data Science	One Biosciences	A	Île-de-France	November, 10, 2023 One Biosciences Partners With AP-HP to Launch a Single-cell Research Project on a Rare Kidney Disease	https://onebiosciences.fr/content/uploads/2024/04/2023-11-10-OneBio-Partners-With-AP-HP-FINAL.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
IA / ML / Data Science	Orakl Oncology	B	Île-de-France	ML Engineer Intern (Computer Vision)StageLe Kremlin-BicêtreTélétravail fréquent	https://www.welcometothejungle.com/fr/companies/orakl-oncology/jobs/ml-engineer-intern-computer-vision_le-kremlin-bicetre	PhD, researcher, data scientist	http://orakl-oncology.com
IA / ML / Data Science	PROPHESEE	A	Île-de-France	Research Library	https://www.prophesee.ai/prophesee-academic-research/	computer vision, computer-vision	https://www.prophesee.ai
IA / ML / Data Science	Picsellia	A	Occitanie	About the Machine Learning Team	https://www.picsellia.com/jobs#what-you-should-know	deep learning, computer vision, training data, annotation, labeling, dataset	https://www.picsellia.com
IA / ML / Data Science	Qantev	A	Île-de-France	BlogDiscover the latest posts from experts, industry leaders, researchers.	https://www.qantev.com/blog	machine learning, researcher, edge AI, OCR	https://www.qantev.com/
IA / ML / Data Science	QuantCube Technology	A	Île-de-France	Research & Insight	https://www.quant-cube.com/research-and-insight	data science	https://www.quant-cube.com
IA / ML / Data Science	Qynapse	A	Île-de-France	Healthcare, Clinical Trial and Research Footprint	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
IA / ML / Data Science	Qynapse	A	Île-de-France	License URI: http://www.gnu.org/licenses/gpl-2.0.html	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
IA / ML / Data Science	SKYLD	A	Bretagne	Machine Learning Intern 1 poste disponible Rennes, France	https://skyld.odoo.com/jobs/machine-learning-intern-3	machine learning, deep learning, neural network, GPU, PhD, edge AI	https://www.skyld.io/
IA / ML / Data Science	Sightengine	A	Île-de-France	Computer Vision ML (Intern)Open now Remote or Hybrid (France) AI Tech Internship	https://sightengine.com/careers#position101	fine-tuning, proprietary tech	https://sightengine.com/
IA / ML / Data Science	Sightengine	A	Île-de-France	Machine Learning (Intern)Open now Remote AI Tech Internship	https://sightengine.com/careers#position102	fine-tuning, proprietary tech	https://sightengine.com/
IA / ML / Data Science	Sightengine	A	Île-de-France	Senior Computer Vision ML, Data scientistOpen now Remote or Hybrid (France) AI Tech Full time	https://sightengine.com/careers#position7	fine-tuning, proprietary tech	https://sightengine.com/
IA / ML / Data Science	Stellia	B	Île-de-France	contact@stellia.ai	https://mailto:contact@stellia.ai	notre modèle, entraîné	https://www.stellia.ai
IA / ML / Data Science	Timelight	B	Île-de-France	Stage Data Scientist Full Stack	https://www.iledefrance.fr/stage-data-scientist-full-stack-fh	machine learning	https://timelight.tech/
IA / ML / Data Science	Visionairy	A	Île-de-France	Rencontrez Aitor, AI Researcher	https://www.welcometothejungle.com/fr/companies/visionairy#asset-modal-693763	computer vision, edge AI, computer-vision	https://www.visionairy.io/
IA / ML / Data Science	VizioSense	A	Hauts-de-France	AI & Computer Vision graduate intern	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
IA / ML / Data Science	WeDiagnostiX	B	Île-de-France	License URI: http://www.gnu.org/licenses/gpl-2.0.html	https://wediagnostix.ai/	réseaux de neurones, entraîné	https://wediagnostix.ai
IA / ML / Data Science	azuria	B	Provence-Alpes-Côte d'Azur	Business Developer 2405 route des Dolines, CS10065, 06560 Valbonne Sophia-Antipolis, France 23/12/2025 10:11:50	https://www.azuria.earth/jobs/detail/business-developer-20		https://www.azuria.earth/
IA / ML / Data Science	azuria	B	Provence-Alpes-Côte d'Azur	🤖 Stage M2 Système Embarqué 2405 route des Dolines, CS10065, 06560 Valbonne Sophia-Antipolis, France 06/11/2025 18:11:42	https://www.azuria.earth/jobs/detail/stage-m2-systeme-embarque-7		https://www.azuria.earth/
IA / ML / Data Science	crunch dao	A	Île-de-France	Offres d’emploi Chercheur	https://www.linkedin.com/jobs/researcher-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
IA / ML / Data Science	crunch dao	A	Île-de-France	Offres d’emploi Chercheur en analyse quantitative	https://www.linkedin.com/jobs/quantitative-researcher-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
IA / ML / Data Science	crunch dao	A	Île-de-France	Offres d’emploi Chercheur en analyse quantitative 11 570 postes à pourvoir	https://www.linkedin.com/jobs/quantitative-researcher-jobs?trk=organization_guest-browse_jobs	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
IA / ML / Data Science	dottxt	A	Île-de-France	const indexData = manifest["index.html"];	https://jobs.ashbyhq.com/dottxt	hugging face, inference, annotation	https://dottxt.ai
IA / ML / Data Science	inarix	B	Île-de-France	Machine Learning & Data Systems Engineer	https://reseau-entreprendre-paris.welcomekit.co/companies/inarix	machine learning	https://www.inarix.com/
IA / ML / Data Science	inarix	B	Île-de-France	Machine Learning & Data Systems Engineer CDI Paris Tech	https://reseau-entreprendre-paris.welcomekit.co/companies/inarix/jobs/machine-l-data-systems-engineer_paris	machine learning	https://www.inarix.com/
Management / Leadership	(E-)PEAK PEOPLE HR	A	Île-de-France	Contactons-nous !	https://www.peakpeople-hr.com/talents/	machine learning, NLP, data science	https://www.peakpeople-hr.com/fr/
Management / Leadership	Adaptive ML	A	Île-de-France	Global Talent Lead	https://jobs.ashbyhq.com/adaptive-ml/5118b120-f014-4a44-bcbf-1a425a436b6a	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
Management / Leadership	AfterData	A	Île-de-France	En savoir plus sur les cookies	https://www.afterdata.com/politique-de-cookies/	machine learning, data scientist	https://www.afterdata.com/
Management / Leadership	AfterData	A	Île-de-France	Politique de cookies	https://www.afterdata.com/politique-de-cookies/	machine learning, data scientist	https://www.afterdata.com/
Management / Leadership	Ai For Alpha	A	Île-de-France	Asset Managers	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
Management / Leadership	Ai For Alpha	A	Île-de-France	General Manager of EMEA at AptiviO, serial entrepreneur in the digital field	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
Management / Leadership	Ai For Alpha	A	Île-de-France	Head of Solutions & Board Member	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
Management / Leadership	Ai For Alpha	A	Île-de-France	Managing Director, Senior Advisor ESG	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
Management / Leadership	Ai For Alpha	A	Île-de-France	Wealth Managers	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
Management / Leadership	Akur8	B	Île-de-France	Cookie Policy	https://www.akur8.com/cookie-policy	machine learning	https://www.akur8.com
Management / Leadership	Alta Ares	A	Île-de-France	Cookie Policy	https://www.altaares.com/legal#cookie	edge AI, labeling, MLOps	http://altaares.com
Management / Leadership	Arcascience	B	Île-de-France	Accepter tous les cookies	https://arcascience.ai/join-us	PhD, edge AI, data science	https://www.arcascience.ai/
Management / Leadership	Arcascience	B	Île-de-France	Cookie Settings	https://arcascience.ai/join-us	PhD, edge AI, data science	https://www.arcascience.ai/
Management / Leadership	Arcascience	B	Île-de-France	Refuser tous les cookies	https://arcascience.ai/join-us	PhD, edge AI, data science	https://www.arcascience.ai/
Management / Leadership	Arcure	B	Île-de-France	Gestion des cookies	https://blaxtair.com/information-juridique	deep learning	https://blaxtair.com
Management / Leadership	Arcure	B	Île-de-France	R&D 2025-12-09 Responsable qualité CDI Paris, Île-de-France, France En savoir plus	https://blaxtair.com/offres-emplois/responsable-qualite	deep learning	https://blaxtair.com
Management / Leadership	BatvoiceAI	A	Île-de-France	'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);	https://www.batvoice.com/challenges/ventes	NLP, traitement du langage, speech-to-text, reconnaissance vocale	https://www.batvoice.com/
Management / Leadership	BatvoiceAI	A	Île-de-France	Coordinateur Formation Qualité	https://www.batvoice.com/challenges/ventes	NLP, traitement du langage, speech-to-text, reconnaissance vocale	https://www.batvoice.com/
Management / Leadership	BatvoiceAI	A	Île-de-France	DRC, Responsable de Plateau ou Superviseur	https://www.batvoice.com/challenges/ventes	NLP, traitement du langage, speech-to-text, reconnaissance vocale	https://www.batvoice.com/
Management / Leadership	Bleckwen	A	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	data scientist, data science	https://www.bleckwen.ai
Management / Leadership	Botfuel	A	Île-de-France	Collecter des Leads	https://botnation.ai/fr/leadnation	machine learning, traitement du langage, nos modèles, GPU, speech-to-text	http://botfuel.io
Management / Leadership	Callifly	B	Occitanie	'https://www.googletagmanager.com/gtm.js?id=GTM-PVMM45C2'+dl;f.parentNode.insertBefore(j,f);	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Management / Leadership	Callifly	B	Occitanie	//# sourceURL=leadin-script-loader-js-js-extra	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Management / Leadership	Callifly	B	Occitanie	//# sourceURL=pll_cookie_script-js-after	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Management / Leadership	Callifly	B	Occitanie	const lazyloadBackgrounds = document.querySelectorAll( `.e-con.e-parent:not(.e-lazyloaded)` );	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Management / Leadership	Callifly	B	Occitanie	var leadin_wordpress = {"userRole":"visitor","pageType":"page","leadinPluginVersion":"11.3.39"};	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Management / Leadership	Celest.Science	A	Occitanie	‘https://www.googletagmanager.com/gtm.js?id=’+i+dl;f.parentNode.insertBefore(j,f);	https://www.celest.science/contact	machine learning, deep learning	https://www.celest.science
Management / Leadership	Cobl	B	Nouvelle-Aquitaine	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	fine-tuning, data science	https://www.cobl.ai/
Management / Leadership	Cogniwave dynamics	A	Île-de-France	Explore our Sectors	https://www.cogniwavedynamics.com/services/	machine learning, computer vision, R&D, computer-vision	https://www.cogniwavedynamics.com
Management / Leadership	Cogniwave dynamics	A	Île-de-France	Sectors	https://www.cogniwavedynamics.com/services/	machine learning, computer vision, R&D, computer-vision	https://www.cogniwavedynamics.com
Management / Leadership	Continuity	B	Île-de-France	Cookie Policy	https://careers.continuity-tech.ai/cookie-policy	machine learning	https://www.continuity-tech.ai/
Management / Leadership	Continuity	B	Île-de-France	Pierre Beraud-Sudreau COO	https://careers.continuity-tech.ai/en-GB/people/3079291-pierre-beraud-sudreau	machine learning	https://www.continuity-tech.ai/
Management / Leadership	Dasia	A	Île-de-France	const lazyloadBackgrounds = document.querySelectorAll( `.e-con.e-parent:not(.e-lazyloaded)` );	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
Management / Leadership	DecisionBrain	B	Île-de-France	Electronics &#038; Semiconductor Manufacturing	https://decisionbrain.com/electronics-and-semiconductors/	machine learning	https://decisionbrain.com/
Management / Leadership	DecisionBrain	B	Île-de-France	Electronics and Semiconductors	https://decisionbrain.com/electronics-and-semiconductors/	machine learning	https://decisionbrain.com/
Management / Leadership	Footovision	A	Île-de-France	Offres d’emploi Responsable des ressources humaines	https://fr.linkedin.com/jobs/responsable-des-ressources-humaines-emplois?trk=organization_guest_linkster_link	computer vision, computer-vision	https://www.footovision.com
Management / Leadership	GLIMPS	B	Bretagne	Cookies	https://careers.werecruit.io/fr/glimps/cookies	deep learning	https://www.glimps.re
Management / Leadership	GLIMPS	B	Bretagne	Pr&#xE9;f&#xE9;rences des cookies	https://javascript:Didomi.preferences.show()	deep learning	https://www.glimps.re
Management / Leadership	Giskard AI	A	Île-de-France	Meet Matteo, CTO	https://www.welcometothejungle.com/en/companies/giskard#asset-modal-964243	regression, annotation, dataset, open-source	https://www.giskard.ai/
Management / Leadership	Gladia	B	Bretagne	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	fine-tuning, open-source, speech-to-text	https://www.gladia.io/
Management / Leadership	Gravite.io	B	Île-de-France	Understanding the Importance of ObjectionsEmmanuel EuverteCOO @Gravite	https://www.gravite.io/analyzing-prospect-objections-with-ai/blog-articles-objection-analysis/the-role-of-objections-in-sales	unsupervised, speech-to-text	https://www.gravite.io
Management / Leadership	Heptalytics	A	Île-de-France	Cookie Policy (EU)	https://www.heptalytics.ai/cookie-policy-eu	deep learning, neural network, data science	https://www.heptalytics.ai
Management / Leadership	HrFlow.ai	B	Île-de-France	Destination connectors	https://hrflow.ai/destinations/	machine learning, embedding	http://hrflow.ai/
Management / Leadership	HrFlow.ai	B	Île-de-France	Source connectors	https://hrflow.ai/sources/	machine learning, embedding	http://hrflow.ai/
Management / Leadership	HyLight	B	Île-de-France	Responsable Recherche et Développement	https://hylight.aero/careers	lidar	http://hylight.aero
Management / Leadership	HyLight	B	Île-de-France	Responsable des Systèmes Embarqués	https://hylight.aero/careers	lidar	http://hylight.aero
Management / Leadership	IDA	B	Auvergne-Rhône-Alpes	'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);	https://www.ida.eu/	machine learning	https://www.ida.eu/
Management / Leadership	IDA	B	Auvergne-Rhône-Alpes	Grande nouvelle ! Ida rejoint désormais RELEX, leader mondial de l'optimisation supply.	https://www.ida.eu/	machine learning	https://www.ida.eu/
Management / Leadership	Kalray	B	Auvergne-Rhône-Alpes	CHANGE YOUR COOKIE CONSENT	https://www.kalrayinc.com/	machine learning	https://www.kalrayinc.com
Management / Leadership	Kalray	B	Auvergne-Rhône-Alpes	NXP Semi-conductors	https://www.youtube.com/watch?v=iAv1ZW6KlGE&amp;feature=youtu.be	machine learning	https://www.kalrayinc.com
Management / Leadership	Kardinal	B	Île-de-France	Etudes de cas sectorielles	https://kardinal.ai/fr/etudes-de-cas-sectorielles/	machine learning	https://kardinal.ai/fr/
Management / Leadership	Kardinal	B	Île-de-France	Politique de cookies	https://kardinal.ai/fr/cookies/	machine learning	https://kardinal.ai/fr/
Management / Leadership	Kardinal	B	Île-de-France	Sectorisation du territoire	https://kardinal.ai/fr/sectorisation-du-territoire/	machine learning	https://kardinal.ai/fr/
Management / Leadership	Kardinal	B	Île-de-France	Sectorisation du territoire de l&#8217;agence	https://kardinal.ai/fr/sectorisation-du-territoire/	machine learning	https://kardinal.ai/fr/
Management / Leadership	Lixo	B	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	vision par ordinateur	http://lixo.tech
Management / Leadership	Lucky cart	A	Île-de-France	const hasSliders = document.querySelectorAll('[data-slider="component"]').length > 0;	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	const logoMasks = document.querySelectorAll('.nav_logo_mask');	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	const navContainers = document.querySelectorAll('.nav_contain');	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	const swiperElement = component.querySelector(".slider_element");	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	const swiperItems = document.querySelectorAll('.swiper-slide'); // ou ton sélecteur exact	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	const swiperWrapper = component.querySelector(".slider_list");	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	cookiesVersion: "luckycart-fr-EU",	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	el: component.querySelector(".slider_scrollbar"),	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	nextEl: component.querySelector("[data-slider='next']"),	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Lucky cart	A	Île-de-France	prevEl: component.querySelector("[data-slider='previous']"),	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Management / Leadership	Nano Corp	B	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	machine learning	https://nanocorp.ai
Management / Leadership	Neuranest Technologies	A	Île-de-France	Le rôle du job étudiant dans la coordination de festivals	https://stewdy.com/vie-etudiante/jobs-detudiants/le-role-du-job-etudiant-dans-la-coordination-de-festivals/	machine learning, réseaux de neurones, entraîné, chercheur	https://www.stewdy.com
Management / Leadership	OCTOPIZE	B	Pays de la Loire	contact@octopize.io	https://mailto:contact@octopize.io	GAN	https://octopize.io/
Management / Leadership	OCTOPIZE	B	Pays de la Loire	support@octopize.io	https://mailto:support@octopize.io?subject=Support%20technique	GAN	https://octopize.io/
Management / Leadership	One Biosciences	A	Île-de-France	Board of Directors	https://onebiosciences.fr/#board-of-directors	machine learning, NLP, PhD	https://www.onebiosciences.fr
Management / Leadership	One Biosciences	A	Île-de-France	COOKIES POLICY	https://onebiosciences.fr/cookies-policy/	machine learning, NLP, PhD	https://www.onebiosciences.fr
Management / Leadership	One Biosciences	A	Île-de-France	Victor Schouder	https://www.linkedin.com/in/victor-sr/	machine learning, NLP, PhD	https://www.onebiosciences.fr
Management / Leadership	Orakl Oncology	B	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	PhD, researcher, data scientist	http://orakl-oncology.com
Management / Leadership	Orakl Oncology	B	Île-de-France	Rencontrez Diane-Laure, COO	https://www.welcometothejungle.com/fr/companies/orakl-oncology#asset-modal-1095154	PhD, researcher, data scientist	http://orakl-oncology.com
Management / Leadership	Orakl Oncology	B	Île-de-France	Rencontrez Gustave, CTO	https://www.welcometothejungle.com/fr/companies/orakl-oncology#asset-modal-1095152	PhD, researcher, data scientist	http://orakl-oncology.com
Management / Leadership	PROPHESEE	A	Île-de-France	Leading Vision Publication Features Prophesee’s Solution for Enhancing XR Wearables	https://www.prophesee.ai/2025/11/04/leading-vision-publication-features-prophesees-solution-for-enhancing-xr-wearables/	computer vision, computer-vision	https://www.prophesee.ai
Management / Leadership	Picsellia	A	Occitanie	Cookies	https://www.picsellia.com/cookies	deep learning, computer vision, training data, annotation, labeling, dataset	https://www.picsellia.com
Management / Leadership	QuantCube Technology	A	Île-de-France	Cookie policy	https://www.quant-cube.com/cookie-policy	data science	https://www.quant-cube.com
Management / Leadership	Qynapse	A	Île-de-France	Cookie Settings	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	cookielawinfo-checkbox-functional	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	cookielawinfo-checkbox-necessary	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	cookielawinfo-checkbox-others	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	cookielawinfo-checkbox-performance	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	empty to support CSS :empty selector. -->	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	if (0===document.querySelectorAll('link[href="' + file + '"]').length) {	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	Qynapse	A	Île-de-France	viewed_cookie_policy	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Management / Leadership	SKYLD	A	Bretagne	Politique de cookies	https://skyld.odoo.com/cookie-policy	machine learning, deep learning, neural network, GPU, PhD, edge AI	https://www.skyld.io/
Management / Leadership	Seedext	B	Île-de-France	CIO / CDO / CTO	https://www.seedext.com/solutions/cio	open-source, speech-to-text	https://www.seedext.com
Management / Leadership	Sipearl	B	Île-de-France	Cookie Policy	https://careers.sipearl.com/cookie-policy	GPU, inference	https://www.sipearl.com
Management / Leadership	Stellia	B	Île-de-France	Cookies & privacy policy	https://stellia.ai/en/careers	notre modèle, entraîné	https://www.stellia.ai
Management / Leadership	Trezy	B	Île-de-France	Construction Track project billing, manage subcontractor payments, and forecast material costs. Learn more →	https://www.trezy.io/cashflow-for-construction	machine learning, OCR	https://www.trezy.io/
Management / Leadership	Visionairy	A	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	computer vision, edge AI, computer-vision	https://www.visionairy.io/
Management / Leadership	Visionairy	A	Île-de-France	Rencontrez Stéphane, Lead Dev	https://www.welcometothejungle.com/fr/companies/visionairy#asset-modal-693766	computer vision, edge AI, computer-vision	https://www.visionairy.io/
Management / Leadership	Visionairy	A	Île-de-France	Rencontrez Yannis, CTO	https://www.welcometothejungle.com/fr/companies/visionairy#asset-modal-693767	computer vision, edge AI, computer-vision	https://www.visionairy.io/
Management / Leadership	VizioSense	A	Hauts-de-France	'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
Management / Leadership	Wakeo	B	Île-de-France	Politique cookies	https://www.welcometothejungle.com/fr/pages/cookies-policy	machine learning	http://wakeo.co
Management / Leadership	Wakeo	B	Île-de-France	Spontaneous applicationWakeo is always looking for great talent. Go ahead and send an application!	https://www.welcometothejungle.com/en/companies/wakeo/jobs/candidatures-spontanees	machine learning	http://wakeo.co
